region,admin_unit,season_year,season,fires,area_km2,fires_per_1000km2
Uttar Pradesh,MORADABAD,2020,Rabi,28,2195.765829826422,12.75
Uttar Pradesh,MORADABAD,2021,Kharif,76,2195.765829826422,34.61
Uttar Pradesh,MORADABAD,2021,Rabi,46,2195.765829826422,20.95
Uttar Pradesh,MORADABAD,2022,Kharif,96,2195.765829826422,43.72
Uttar Pradesh,MORADABAD,2022,Rabi,27,2195.765829826422,12.3
Uttar Pradesh,MORADABAD,2023,Kharif,114,2195.765829826422,51.92
Uttar Pradesh,MORADABAD,2023,Rabi,44,2195.765829826422,20.04
Uttar Pradesh,MORADABAD,2024,Kharif,161,2195.765829826422,73.32
Uttar Pradesh,MORADABAD,2024,Rabi,51,2195.765829826422,23.23
Uttar Pradesh,MORADABAD,2025,Kharif,109,2195.765829826422,49.64
Uttar Pradesh,MORADABAD,2025,Rabi,41,2195.765829826422,18.67
Uttar Pradesh,MORADABAD,2026,Rabi,26,2195.765829826422,11.84
Uttar Pradesh,MUZAFFARNAGAR,2019,Kharif,134,2621.34931022108,51.12
Uttar Pradesh,MUZAFFARNAGAR,2019,Rabi,115,2621.34931022108,43.87
Uttar Pradesh,MUZAFFARNAGAR,2020,Kharif,264,2621.34931022108,100.71
Uttar Pradesh,MUZAFFARNAGAR,2020,Rabi,61,2621.34931022108,23.27
Uttar Pradesh,MUZAFFARNAGAR,2021,Kharif,219,2621.34931022108,83.54
Uttar Pradesh,MUZAFFARNAGAR,2021,Rabi,134,2621.34931022108,51.12
Uttar Pradesh,MUZAFFARNAGAR,2022,Kharif,236,2621.34931022108,90.03
Uttar Pradesh,MUZAFFARNAGAR,2022,Rabi,106,2621.34931022108,40.44
Uttar Pradesh,MUZAFFARNAGAR,2023,Kharif,191,2621.34931022108,72.86
Uttar Pradesh,MUZAFFARNAGAR,2023,Rabi,95,2621.34931022108,36.24
Uttar Pradesh,MUZAFFARNAGAR,2024,Kharif,314,2621.34931022108,119.79
Uttar Pradesh,MUZAFFARNAGAR,2024,Rabi,83,2621.34931022108,31.66
Uttar Pradesh,MUZAFFARNAGAR,2025,Kharif,197,2621.34931022108,75.15
Uttar Pradesh,MUZAFFARNAGAR,2025,Rabi,153,2621.34931022108,58.37
Uttar Pradesh,MUZAFFARNAGAR,2026,Rabi,60,2621.34931022108,22.89
Uttar Pradesh,PILIBHIT,2019,Kharif,757,3642.6570154778024,207.82
Uttar Pradesh,PILIBHIT,2019,Rabi,1286,3642.6570154778024,353.04
Uttar Pradesh,PILIBHIT,2020,Kharif,140,3642.6570154778024,38.43
Uttar Pradesh,PILIBHIT,2020,Rabi,338,3642.6570154778024,92.79
Uttar Pradesh,PILIBHIT,2021,Kharif,537,3642.6570154778024,147.42
Uttar Pradesh,PILIBHIT,2021,Rabi,727,3642.6570154778024,199.58
Uttar Pradesh,PILIBHIT,2022,Kharif,602,3642.6570154778024,165.26
Uttar Pradesh,PILIBHIT,2022,Rabi,722,3642.6570154778024,198.21
Uttar Pradesh,PILIBHIT,2023,Kharif,411,3642.6570154778024,112.83
Uttar Pradesh,PILIBHIT,2023,Rabi,213,3642.6570154778024,58.47
Uttar Pradesh,PILIBHIT,2024,Kharif,378,3642.6570154778024,103.77
Uttar Pradesh,PILIBHIT,2024,Rabi,710,3642.6570154778024,194.91
Uttar Pradesh,PILIBHIT,2025,Kharif,405,3642.6570154778024,111.18
Uttar Pradesh,PILIBHIT,2025,Rabi,920,3642.6570154778024,252.56
Uttar Pradesh,PILIBHIT,2026,Rabi,386,3642.6570154778024,105.97
Uttar Pradesh,PRATAPGARH,2019,Kharif,73,3577.5887506992217,20.4
Uttar Pradesh,PRATAPGARH,2019,Rabi,152,3577.5887506992217,42.49
Uttar Pradesh,PRATAPGARH,2020,Kharif,142,3577.5887506992217,39.69
Uttar Pradesh,PRATAPGARH,2020,Rabi,36,3577.5887506992217,10.06
Uttar Pradesh,PRATAPGARH,2021,Kharif,148,3577.5887506992217,41.37
Uttar Pradesh,PRATAPGARH,2021,Rabi,79,3577.5887506992217,22.08
Uttar Pradesh,PRATAPGARH,2022,Kharif,199,3577.5887506992217,55.62
Uttar Pradesh,PRATAPGARH,2022,Rabi,61,3577.5887506992217,17.05
Uttar Pradesh,PRATAPGARH,2023,Kharif,171,3577.5887506992217,47.8
Uttar Pradesh,PRATAPGARH,2023,Rabi,52,3577.5887506992217,14.53
Uttar Pradesh,PRATAPGARH,2024,Kharif,178,3577.5887506992217,49.75
Uttar Pradesh,PRATAPGARH,2024,Rabi,158,3577.5887506992217,44.16
Uttar Pradesh,PRATAPGARH,2025,Kharif,262,3577.5887506992217,73.23
Uttar Pradesh,PRATAPGARH,2025,Rabi,85,3577.5887506992217,23.76
Uttar Pradesh,PRATAPGARH,2026,Rabi,182,3577.5887506992217,50.87
Uttar Pradesh,PRAYAGRAJ,2019,Kharif,100,5247.210377153826,19.06
Uttar Pradesh,PRAYAGRAJ,2019,Rabi,236,5247.210377153826,44.98
Uttar Pradesh,PRAYAGRAJ,2020,Kharif,314,5247.210377153826,59.84
Uttar Pradesh,PRAYAGRAJ,2020,Rabi,51,5247.210377153826,9.72
Uttar Pradesh,PRAYAGRAJ,2021,Kharif,198,5247.210377153826,37.73
Uttar Pradesh,PRAYAGRAJ,2021,Rabi,221,5247.210377153826,42.12
Uttar Pradesh,PRAYAGRAJ,2022,Kharif,161,5247.210377153826,30.68
Uttar Pradesh,PRAYAGRAJ,2022,Rabi,274,5247.210377153826,52.22
Uttar Pradesh,PRAYAGRAJ,2023,Kharif,118,5247.210377153826,22.49
Uttar Pradesh,PRAYAGRAJ,2023,Rabi,118,5247.210377153826,22.49
Uttar Pradesh,PRAYAGRAJ,2024,Kharif,182,5247.210377153826,34.69
Uttar Pradesh,PRAYAGRAJ,2024,Rabi,455,5247.210377153826,86.71
Uttar Pradesh,PRAYAGRAJ,2025,Kharif,234,5247.210377153826,44.6
Uttar Pradesh,PRAYAGRAJ,2025,Rabi,437,5247.210377153826,83.28
Uttar Pradesh,PRAYAGRAJ,2026,Rabi,656,5247.210377153826,125.02
Uttar Pradesh,RAE BARELI,2019,Kharif,70,3770.8332401007697,18.56
Uttar Pradesh,RAE BARELI,2019,Rabi,240,3770.8332401007697,63.65
Uttar Pradesh,RAE BARELI,2020,Kharif,124,3770.8332401007697,32.88
Uttar Pradesh,RAE BARELI,2020,Rabi,101,3770.8332401007697,26.78
Uttar Pradesh,RAE BARELI,2021,Kharif,194,3770.8332401007697,51.45
Uttar Pradesh,RAE BARELI,2021,Rabi,165,3770.8332401007697,43.76
Uttar Pradesh,RAE BARELI,2022,Kharif,217,3770.8332401007697,57.55
Uttar Pradesh,RAE BARELI,2022,Rabi,117,3770.8332401007697,31.03
Uttar Pradesh,RAE BARELI,2023,Kharif,252,3770.8332401007697,66.83
Uttar Pradesh,RAE BARELI,2023,Rabi,61,3770.8332401007697,16.18
Uttar Pradesh,RAE BARELI,2024,Kharif,341,3770.8332401007697,90.43
Uttar Pradesh,RAE BARELI,2024,Rabi,208,3770.8332401007697,55.16
Uttar Pradesh,RAE BARELI,2025,Kharif,374,3770.8332401007697,99.18
Uttar Pradesh,RAE BARELI,2025,Rabi,150,3770.8332401007697,39.78
Uttar Pradesh,RAE BARELI,2026,Rabi,177,3770.8332401007697,46.94
Uttar Pradesh,RAMPUR,2019,Kharif,643,2291.2264910596396,280.64
Uttar Pradesh,RAMPUR,2019,Rabi,303,2291.2264910596396,132.24
Uttar Pradesh,RAMPUR,2020,Kharif,364,2291.2264910596396,158.87
Uttar Pradesh,RAMPUR,2020,Rabi,157,2291.2264910596396,68.52
Uttar Pradesh,RAMPUR,2021,Kharif,471,2291.2264910596396,205.57
Uttar Pradesh,RAMPUR,2021,Rabi,349,2291.2264910596396,152.32
Uttar Pradesh,RAMPUR,2022,Kharif,340,2291.2264910596396,148.39
Uttar Pradesh,RAMPUR,2022,Rabi,247,2291.2264910596396,107.8
Uttar Pradesh,RAMPUR,2023,Kharif,295,2291.2264910596396,128.75
Uttar Pradesh,RAMPUR,2023,Rabi,105,2291.2264910596396,45.83
Uttar Pradesh,RAMPUR,2024,Kharif,151,2291.2264910596396,65.9
Uttar Pradesh,RAMPUR,2024,Rabi,304,2291.2264910596396,132.68
Uttar Pradesh,RAMPUR,2025,Kharif,119,2291.2264910596396,51.94
Uttar Pradesh,RAMPUR,2025,Rabi,323,2291.2264910596396,140.97
Uttar Pradesh,RAMPUR,2026,Rabi,159,2291.2264910596396,69.4
Uttar Pradesh,SAHARANPUR,2019,Kharif,206,3617.4269272267975,56.95
Uttar Pradesh,SAHARANPUR,2019,Rabi,103,3617.4269272267975,28.47
Uttar Pradesh,SAHARANPUR,2020,Kharif,289,3617.4269272267975,79.89
Uttar Pradesh,SAHARANPUR,2020,Rabi,101,3617.4269272267975,27.92
Uttar Pradesh,SAHARANPUR,2021,Kharif,269,3617.4269272267975,74.36
Uttar Pradesh,SAHARANPUR,2021,Rabi,117,3617.4269272267975,32.34
Uttar Pradesh,SAHARANPUR,2022,Kharif,190,3617.4269272267975,52.52
Uttar Pradesh,SAHARANPUR,2022,Rabi,92,3617.4269272267975,25.43
Uttar Pradesh,SAHARANPUR,2023,Kharif,204,3617.4269272267975,56.39
Uttar Pradesh,SAHARANPUR,2023,Rabi,89,3617.4269272267975,24.6
Uttar Pradesh,SAHARANPUR,2024,Kharif,311,3617.4269272267975,85.97
Uttar Pradesh,SAHARANPUR,2024,Rabi,81,3617.4269272267975,22.39
Uttar Pradesh,SAHARANPUR,2025,Kharif,150,3617.4269272267975,41.47
Uttar Pradesh,SAHARANPUR,2025,Rabi,129,3617.4269272267975,35.66
Uttar Pradesh,SAHARANPUR,2026,Rabi,50,3617.4269272267975,13.82
Uttar Pradesh,SAMBHAL,2019,Kharif,42,2329.224627678927,18.03
Uttar Pradesh,SAMBHAL,2019,Rabi,30,2329.224627678927,12.88
Uttar Pradesh,SAMBHAL,2020,Kharif,106,2329.224627678927,45.51
Uttar Pradesh,SAMBHAL,2020,Rabi,22,2329.224627678927,9.45
Uttar Pradesh,SAMBHAL,2021,Kharif,59,2329.224627678927,25.33
Uttar Pradesh,SAMBHAL,2021,Rabi,38,2329.224627678927,16.31
Uttar Pradesh,SAMBHAL,2022,Kharif,57,2329.224627678927,24.47
Uttar Pradesh,SAMBHAL,2022,Rabi,13,2329.224627678927,5.58
Uttar Pradesh,SAMBHAL,2023,Kharif,80,2329.224627678927,34.35
Uttar Pradesh,SAMBHAL,2023,Rabi,26,2329.224627678927,11.16
Uttar Pradesh,SAMBHAL,2024,Kharif,186,2329.224627678927,79.85
Uttar Pradesh,SAMBHAL,2024,Rabi,16,2329.224627678927,6.87
Uttar Pradesh,SAMBHAL,2025,Kharif,110,2329.224627678927,47.23
Uttar Pradesh,SAMBHAL,2025,Rabi,24,2329.224627678927,10.3
Uttar Pradesh,SAMBHAL,2026,Rabi,13,2329.224627678927,5.58
Uttar Pradesh,SANT KABIR NAGAR,2019,Kharif,30,1580.1985583063083,18.98
Uttar Pradesh,SANT KABIR NAGAR,2019,Rabi,1624,1580.1985583063083,1027.72
Uttar Pradesh,SANT KABIR NAGAR,2020,Kharif,60,1580.1985583063083,37.97
Uttar Pradesh,SANT KABIR NAGAR,2020,Rabi,161,1580.1985583063083,101.89
Uttar Pradesh,SANT KABIR NAGAR,2021,Kharif,74,1580.1985583063083,46.83
Uttar Pradesh,SANT KABIR NAGAR,2021,Rabi,853,1580.1985583063083,539.81
Uttar Pradesh,SANT KABIR NAGAR,2022,Kharif,80,1580.1985583063083,50.63
Uttar Pradesh,SANT KABIR NAGAR,2022,Rabi,1233,1580.1985583063083,780.28
Uttar Pradesh,SANT KABIR NAGAR,2023,Kharif,159,1580.1985583063083,100.62
Uttar Pradesh,SANT KABIR NAGAR,2023,Rabi,1011,1580.1985583063083,639.79
Uttar Pradesh,SANT KABIR NAGAR,2024,Kharif,104,1580.1985583063083,65.81
Uttar Pradesh,SANT KABIR NAGAR,2024,Rabi,2010,1580.1985583063083,1271.99
Uttar Pradesh,SANT KABIR NAGAR,2025,Kharif,193,1580.1985583063083,122.14
Uttar Pradesh,SANT KABIR NAGAR,2025,Rabi,855,1580.1985583063083,541.07
Uttar Pradesh,SANT KABIR NAGAR,2026,Rabi,1726,1580.1985583063083,1092.27
Uttar Pradesh,SHAHJAHANPUR,2019,Kharif,824,4164.032210013458,197.89
Uttar Pradesh,SHAHJAHANPUR,2019,Rabi,1052,4164.032210013458,252.64
Uttar Pradesh,SHAHJAHANPUR,2020,Kharif,385,4164.032210013458,92.46
Uttar Pradesh,SHAHJAHANPUR,2020,Rabi,331,4164.032210013458,79.49
Uttar Pradesh,SHAHJAHANPUR,2021,Kharif,893,4164.032210013458,214.46
Uttar Pradesh,SHAHJAHANPUR,2021,Rabi,557,4164.032210013458,133.76
Uttar Pradesh,SHAHJAHANPUR,2022,Kharif,887,4164.032210013458,213.01
Uttar Pradesh,SHAHJAHANPUR,2022,Rabi,686,4164.032210013458,164.74
Uttar Pradesh,SHAHJAHANPUR,2023,Kharif,449,4164.032210013458,107.83
Uttar Pradesh,SHAHJAHANPUR,2023,Rabi,313,4164.032210013458,75.17
Uttar Pradesh,SHAHJAHANPUR,2024,Kharif,515,4164.032210013458,123.68
Uttar Pradesh,SHAHJAHANPUR,2024,Rabi,581,4164.032210013458,139.53
Uttar Pradesh,SHAHJAHANPUR,2025,Kharif,503,4164.032210013458,120.8
Uttar Pradesh,SHAHJAHANPUR,2025,Rabi,1028,4164.032210013458,246.88
Uttar Pradesh,SHAHJAHANPUR,2026,Rabi,523,4164.032210013458,125.6
Uttar Pradesh,SHAMLI,2019,Kharif,120,1266.7833468852823,94.73
Uttar Pradesh,SHAMLI,2019,Rabi,112,1266.7833468852823,88.41
Uttar Pradesh,SHAMLI,2020,Kharif,243,1266.7833468852823,191.82
Uttar Pradesh,SHAMLI,2020,Rabi,69,1266.7833468852823,54.47
Uttar Pradesh,SHAMLI,2021,Kharif,215,1266.7833468852823,169.72
Uttar Pradesh,SHAMLI,2021,Rabi,85,1266.7833468852823,67.1
Uttar Pradesh,SHAMLI,2022,Kharif,209,1266.7833468852823,164.98
Uttar Pradesh,SHAMLI,2022,Rabi,55,1266.7833468852823,43.42
Uttar Pradesh,SHAMLI,2023,Kharif,223,1266.7833468852823,176.04
Uttar Pradesh,SHAMLI,2023,Rabi,46,1266.7833468852823,36.31
Uttar Pradesh,SHAMLI,2024,Kharif,232,1266.7833468852823,183.14
Uttar Pradesh,SHAMLI,2024,Rabi,50,1266.7833468852823,39.47
Uttar Pradesh,SHAMLI,2025,Kharif,183,1266.7833468852823,144.46
Uttar Pradesh,SHAMLI,2025,Rabi,80,1266.7833468852823,63.15
Uttar Pradesh,SHAMLI,2026,Rabi,51,1266.7833468852823,40.26
Uttar Pradesh,SHRAWASTI,2019,Kharif,70,1864.5965344878466,37.54
Uttar Pradesh,SHRAWASTI,2019,Rabi,391,1864.5965344878466,209.7
Uttar Pradesh,SHRAWASTI,2020,Kharif,111,1864.5965344878466,59.53
Uttar Pradesh,SHRAWASTI,2020,Rabi,158,1864.5965344878466,84.74
Uttar Pradesh,SHRAWASTI,2021,Kharif,118,1864.5965344878466,63.28
Uttar Pradesh,SHRAWASTI,2021,Rabi,235,1864.5965344878466,126.03
Uttar Pradesh,SHRAWASTI,2022,Kharif,64,1864.5965344878466,34.32
Uttar Pradesh,SHRAWASTI,2022,Rabi,159,1864.5965344878466,85.27
Uttar Pradesh,SHRAWASTI,2023,Kharif,126,1864.5965344878466,67.57
Uttar Pradesh,SHRAWASTI,2023,Rabi,102,1864.5965344878466,54.7
Uttar Pradesh,SHRAWASTI,2024,Kharif,108,1864.5965344878466,57.92
Uttar Pradesh,SHRAWASTI,2024,Rabi,293,1864.5965344878466,157.14
Uttar Pradesh,SHRAWASTI,2025,Kharif,127,1864.5965344878466,68.11
Uttar Pradesh,SHRAWASTI,2025,Rabi,247,1864.5965344878466,132.47
Uttar Pradesh,SHRAWASTI,2026,Rabi,147,1864.5965344878466,78.84
Uttar Pradesh,SIDDHARTHNAGAR,2019,Kharif,115,2794.8542852484393,41.15
Uttar Pradesh,SIDDHARTHNAGAR,2019,Rabi,6565,2794.8542852484393,2348.96
Uttar Pradesh,SIDDHARTHNAGAR,2020,Kharif,169,2794.8542852484393,60.47
Uttar Pradesh,SIDDHARTHNAGAR,2020,Rabi,1151,2794.8542852484393,411.83
Uttar Pradesh,SIDDHARTHNAGAR,2021,Kharif,292,2794.8542852484393,104.48
Uttar Pradesh,SIDDHARTHNAGAR,2021,Rabi,3866,2794.8542852484393,1383.26
Uttar Pradesh,SIDDHARTHNAGAR,2022,Kharif,178,2794.8542852484393,63.69
Uttar Pradesh,SIDDHARTHNAGAR,2022,Rabi,4714,2794.8542852484393,1686.67
Uttar Pradesh,SIDDHARTHNAGAR,2023,Kharif,415,2794.8542852484393,148.49
Uttar Pradesh,SIDDHARTHNAGAR,2023,Rabi,3771,2794.8542852484393,1349.27
Uttar Pradesh,SIDDHARTHNAGAR,2024,Kharif,174,2794.8542852484393,62.26
Uttar Pradesh,SIDDHARTHNAGAR,2024,Rabi,6743,2794.8542852484393,2412.65
Uttar Pradesh,SIDDHARTHNAGAR,2025,Kharif,352,2794.8542852484393,125.95
Uttar Pradesh,SIDDHARTHNAGAR,2025,Rabi,4018,2794.8542852484393,1437.64
Uttar Pradesh,SIDDHARTHNAGAR,2026,Rabi,5908,2794.8542852484393,2113.88
Uttar Pradesh,SITAPUR,2019,Kharif,184,5575.90969249923,33.0
Uttar Pradesh,SITAPUR,2019,Rabi,138,5575.90969249923,24.75
Uttar Pradesh,SITAPUR,2020,Kharif,261,5575.90969249923,46.81
Uttar Pradesh,SITAPUR,2020,Rabi,91,5575.90969249923,16.32
Uttar Pradesh,SITAPUR,2021,Kharif,182,5575.90969249923,32.64
Uttar Pradesh,SITAPUR,2021,Rabi,134,5575.90969249923,24.03
Uttar Pradesh,SITAPUR,2022,Kharif,312,5575.90969249923,55.95
Uttar Pradesh,SITAPUR,2022,Rabi,92,5575.90969249923,16.5
Uttar Pradesh,SITAPUR,2023,Kharif,322,5575.90969249923,57.75
Uttar Pradesh,SITAPUR,2023,Rabi,98,5575.90969249923,17.58
Uttar Pradesh,SITAPUR,2024,Kharif,479,5575.90969249923,85.91
Uttar Pradesh,SITAPUR,2024,Rabi,160,5575.90969249923,28.69
Uttar Pradesh,SITAPUR,2025,Kharif,411,5575.90969249923,73.71
Uttar Pradesh,SITAPUR,2025,Rabi,206,5575.90969249923,36.94
Uttar Pradesh,SITAPUR,2026,Rabi,82,5575.90969249923,14.71
Uttar Pradesh,SONBHADRA,2019,Kharif,8,6621.0858966192645,1.21
Uttar Pradesh,SONBHADRA,2019,Rabi,242,6621.0858966192645,36.55
Uttar Pradesh,SONBHADRA,2020,Kharif,23,6621.0858966192645,3.47
Uttar Pradesh,SONBHADRA,2020,Rabi,38,6621.0858966192645,5.74
Uttar Pradesh,SONBHADRA,2021,Kharif,26,6621.0858966192645,3.93
Uttar Pradesh,SONBHADRA,2021,Rabi,326,6621.0858966192645,49.24
Uttar Pradesh,SONBHADRA,2022,Kharif,6,6621.0858966192645,0.91
Uttar Pradesh,SONBHADRA,2022,Rabi,350,6621.0858966192645,52.86
Uttar Pradesh,SONBHADRA,2023,Kharif,7,6621.0858966192645,1.06
Uttar Pradesh,SONBHADRA,2023,Rabi,100,6621.0858966192645,15.1
Uttar Pradesh,SONBHADRA,2024,Kharif,17,6621.0858966192645,2.57
Uttar Pradesh,SONBHADRA,2024,Rabi,89,6621.0858966192645,13.44
Uttar Pradesh,SONBHADRA,2025,Kharif,37,6621.0858966192645,5.59
Uttar Pradesh,SONBHADRA,2025,Rabi,84,6621.0858966192645,12.69
Uttar Pradesh,SONBHADRA,2026,Rabi,243,6621.0858966192645,36.7
Uttar Pradesh,SULTANPUR,2019,Kharif,38,2584.7136308609934,14.7
Uttar Pradesh,SULTANPUR,2019,Rabi,173,2584.7136308609934,66.93
Uttar Pradesh,SULTANPUR,2020,Kharif,77,2584.7136308609934,29.79
Uttar Pradesh,SULTANPUR,2020,Rabi,13,2584.7136308609934,5.03
Uttar Pradesh,SULTANPUR,2021,Kharif,122,2584.7136308609934,47.2
Uttar Pradesh,SULTANPUR,2021,Rabi,57,2584.7136308609934,22.05
Uttar Pradesh,SULTANPUR,2022,Kharif,133,2584.7136308609934,51.46
Uttar Pradesh,SULTANPUR,2022,Rabi,38,2584.7136308609934,14.7
Uttar Pradesh,SULTANPUR,2023,Kharif,137,2584.7136308609934,53.0
Uttar Pradesh,SULTANPUR,2023,Rabi,34,2584.7136308609934,13.15
Uttar Pradesh,SULTANPUR,2024,Kharif,213,2584.7136308609934,82.41
Uttar Pradesh,SULTANPUR,2024,Rabi,108,2584.7136308609934,41.78
Uttar Pradesh,SULTANPUR,2025,Kharif,214,2584.7136308609934,82.79
Uttar Pradesh,SULTANPUR,2025,Rabi,90,2584.7136308609934,34.82
Uttar Pradesh,SULTANPUR,2026,Rabi,113,2584.7136308609934,43.72
Uttar Pradesh,UNNAO,2019,Kharif,79,4391.114392469211,17.99
Uttar Pradesh,UNNAO,2019,Rabi,340,4391.114392469211,77.43
Uttar Pradesh,UNNAO,2020,Kharif,134,4391.114392469211,30.52
Uttar Pradesh,UNNAO,2020,Rabi,123,4391.114392469211,28.01
Uttar Pradesh,UNNAO,2021,Kharif,94,4391.114392469211,21.41
Uttar Pradesh,UNNAO,2021,Rabi,267,4391.114392469211,60.8
Uttar Pradesh,UNNAO,2022,Kharif,138,4391.114392469211,31.43
Uttar Pradesh,UNNAO,2022,Rabi,207,4391.114392469211,47.14
Uttar Pradesh,UNNAO,2023,Kharif,163,4391.114392469211,37.12
Uttar Pradesh,UNNAO,2023,Rabi,64,4391.114392469211,14.57
Uttar Pradesh,UNNAO,2024,Kharif,349,4391.114392469211,79.48
Uttar Pradesh,UNNAO,2024,Rabi,378,4391.114392469211,86.08
Uttar Pradesh,UNNAO,2025,Kharif,294,4391.114392469211,66.95
Uttar Pradesh,UNNAO,2025,Rabi,341,4391.114392469211,77.66
Uttar Pradesh,UNNAO,2026,Rabi,399,4391.114392469211,90.87
Uttar Pradesh,VARANASI,2019,Kharif,1,1476.587584688857,0.68
Uttar Pradesh,VARANASI,2019,Rabi,11,1476.587584688857,7.45
Uttar Pradesh,VARANASI,2020,Kharif,8,1476.587584688857,5.42
Uttar Pradesh,VARANASI,2020,Rabi,1,1476.587584688857,0.68
Uttar Pradesh,VARANASI,2021,Kharif,9,1476.587584688857,6.1
Uttar Pradesh,VARANASI,2021,Rabi,7,1476.587584688857,4.74
Uttar Pradesh,VARANASI,2022,Kharif,16,1476.587584688857,10.84
Uttar Pradesh,VARANASI,2022,Rabi,13,1476.587584688857,8.8
Uttar Pradesh,VARANASI,2023,Kharif,6,1476.587584688857,4.06
Uttar Pradesh,VARANASI,2023,Rabi,7,1476.587584688857,4.74
Uttar Pradesh,VARANASI,2024,Kharif,18,1476.587584688857,12.19
Uttar Pradesh,VARANASI,2024,Rabi,9,1476.587584688857,6.1
Uttar Pradesh,VARANASI,2025,Kharif,14,1476.587584688857,9.48
Uttar Pradesh,VARANASI,2025,Rabi,7,1476.587584688857,4.74
Uttar Pradesh,VARANASI,2026,Rabi,23,1476.587584688857,15.58
